time,open,high,low,close,tick_volume,spread,real_volume,rsi,sma_20,sma_50,ema_12,ema_26,macd,macd_signal,macd_hist,returns,weighted_returns,equity,signals
2026-02-02 17:00:00,4719.19,4745.35,4617.29,4619.93,30900,30,0,42.84914909922516,4713.137,,4703.910911711731,4776.302390148954,-72.39147843722276,-89.3630819210703,16.971603483847545,-0.02104156822193437,0.0,,0
2026-02-02 18:00:00,4619.97,4708.42,4596.61,4665.72,29827,30,0,47.300685672184564,4699.7865,,4698.033749319083,4767.918036082077,-69.88428676299463,-85.46725338555157,15.582966622556938,0.009911405584067223,0.0,,0
2026-02-02 19:00:00,4665.76,4713.67,4656.55,4673.86,24539,30,0,51.77169368818186,4691.138,4977.229,4694.313833962085,4760.798987283542,-66.4851533214578,-81.67077918764242,15.185625866184623,0.0017446396268956388,0.0,,0
2026-02-02 20:00:00,4673.92,4674.1,4618.41,4657.76,23346,30,0,48.55972981078931,4679.509,4960.4506,4688.68904512288,4753.012754854009,-64.32370973112847,-78.20132568218355,13.877615951055077,-0.003444690256019567,0.0,,0
2026-02-02 21:00:00,4657.73,4712.57,4631.37,4685.3,21770,30,0,60.25219959021335,4676.6835,4950.5088,4688.167565541206,4747.90360239631,-59.73603685510352,-74.50823418264709,14.772197327543566,0.0059127134073031495,0.0,,0
2026-02-02 22:00:00,4685.39,4700.54,4647.49,4652.52,23326,30,0,61.50498277559061,4671.0005,4938.277,4682.682541271346,4740.716505308676,-58.0339640373295,-71.21335607623483,13.179392038905334,-0.0069963502870680205,0.0,,0
2026-02-02 23:00:00,4652.9,4686.68,4643.81,4660.72,13013,46,0,56.44131210301929,4667.1615,4924.7916,4679.303280368096,4734.696494203021,-55.39321383492461,-68.04930913093364,12.656095296009028,0.0017624857066707023,0.0,,0
2026-02-03 01:00:00,4668.26,4775.48,4665.67,4774.3,18719,44,0,60.50771512416775,4670.319,4913.503,4693.919655007812,4737.67328302025,-43.75362801243773,-63.19015018189442,19.436522169456687,0.02436962529394604,0.0,,0
2026-02-03 02:00:00,4773.91,4830.67,4765.9,4780.13,21838,30,0,55.387028356533044,4677.022500000001,4902.9968,4707.183932753824,4740.861055905408,-33.677123151584055,-57.28752269148101,23.610399539896953,0.001221121420941218,0.0,,0
2026-02-03 03:00:00,4781.89,4855.93,4766.18,4841.27,29180,43,0,61.153681718025545,4685.0935,4891.9382000000005,4727.814068960835,4748.392451543267,-20.578382582431914,-49.94567269437357,29.367290111941657,0.012790447121731052,0.0,,0
2026-02-03 04:00:00,4840.91,4841.66,4745.49,4783.77,26686,30,0,51.470393867301105,4696.822,4880.1984,4736.423207096754,4751.043549202739,-14.6203421059854,-42.880589659183045,28.260247553197644,-0.011877048790916445,0.0,,0
2026-02-03 05:00:00,4783.79,4813.02,4751.56,4809.07,23386,43,0,51.248900469686106,4712.130500000001,4867.6158000000005,4747.600222691711,4755.3881439282595,-7.787921236548755,-35.86204252979096,28.074121293242207,0.005288715803644317,0.0,,0
2026-02-03 06:00:00,4809.02,4825.07,4800.45,4809.04,17156,30,0,60.01749271137032,4723.2480000000005,4855.6574,4757.052915414727,4759.401995704147,-2.3490802894202716,-29.159439810008042,26.81035952058777,-6.2382123777737775e-06,0.0,,0
2026-02-03 07:00:00,4809.46,4841.42,4809.23,4824.91,17341,30,0,60.21852639721533,4732.4385,4846.1338,4767.49285872819,4764.299222221611,3.1936365065794234,-22.688816613729596,25.88245312030902,0.0033000349342071633,0.0,,0
2026-02-03 08:00:00,4824.95,4893.62,4816.39,4881.14,23034,30,0,77.55205366748952,4740.5115000000005,4839.2548,4784.977589595574,4773.028000809529,11.949588786044842,-15.76112873911821,27.71071752516305,0.01165410339260231,0.0,,0
2026-02-03 09:00:00,4880.79,4933.41,4871.94,4917.03,17777,30,0,77.07323379225659,4751.0825,4833.6744,4805.2938909920895,4783.779101738944,21.514789253145864,-8.305939291042568,29.820728544188434,0.007352790536636844,0.0,,0
2026-02-03 10:00:00,4917.49,4947.94,4898.1,4912.34,17985,30,0,75.88347659980917,4758.401,4827.6268,4821.762897623772,4793.371764838552,28.39113278522018,-0.9665202687620319,29.35765305398221,-0.0009538278188254701,0.0,,0
2026-02-03 11:00:00,4912.4,4925.92,4884.47,4916.0,16490,30,0,78.80599678743542,4764.5,4822.2484,4836.2611923221575,4802.516804740005,33.74438758215274,5.975664787565069,27.76872279458767,0.0007450624346034829,0.0,,0
2026-02-03 12:00:00,4916.08,4929.79,4901.56,4902.14,12739,30,0,74.94937407952887,4774.309,4817.1786,4846.396558507721,4809.942514316751,36.45404419097031,12.07134311709047,24.382701073879836,-0.0028193653376727967,0.0,,0
2026-02-03 13:00:00,4902.12,4919.02,4883.7,4916.54,14247,30,0,81.71944831563279,4784.1745,4811.8904,4857.188005855715,4817.884389151751,39.30361670396451,17.5177995848889,21.78581711907561,0.00293749260527032,0.0,,0
2026-02-03 14:00:00,4916.72,4935.36,4892.11,4913.58,16336,30,0,80.76604857156775,4798.857,4807.8174,4865.863798388753,4825.010977663288,40.85282072546488,22.184805012938266,18.668015712526614,-0.0006020494087305428,0.0,,0
2026-02-03 15:00:00,4913.7,4950.83,4902.76,4932.6,24670,30,0,75.01738415829082,4812.201,4806.196,4876.131007593248,4833.020103043317,43.11090454993064,26.370025781186722,16.740878768743915,0.0038709047171310296,0.0,,0
2026-02-03 16:00:00,4932.63,4936.32,4893.7,4916.97,27672,30,0,70.97614813906443,4824.3565,4802.140600000001,4882.413981936655,4839.267190803193,43.14679113346119,29.725379403766585,13.421411729694608,-0.0031687142683372027,0.0,,0
2026-02-03 17:00:00,4916.91,4948.45,4904.98,4935.15,26130,30,0,66.57368829884896,4838.226,4798.1306,4890.527272777612,4846.399832019349,44.12744075826322,32.60579205384448,11.521648704418737,0.003697399007925428,0.0,,0
2026-02-03 18:00:00,4935.16,4993.53,4929.69,4955.33,25493,30,0,84.88409922732839,4851.7275,4795.9448,4900.496982690462,4854.500502866691,45.99647982377064,35.28392988987054,10.7125499339001,0.004089034781111112,0.0,,0
2026-02-03 19:00:00,4955.31,4969.61,4907.61,4929.0,28039,30,0,74.28421010002856,4865.5515,4794.139,4904.882084447325,4860.0390966035275,44.842987843797346,37.19574164172572,7.647246202071628,-0.0053134705458566245,0.0,,0
2026-02-03 20:00:00,4928.98,4953.77,4885.39,4908.12,27066,30,0,68.50026140861908,4877.9215,4791.6466,4905.380227432686,4863.612660553191,41.76756687949546,38.11010675090775,3.657460128587715,-0.004236153377967122,0.0,,0
2026-02-03 21:00:00,4908.22,4948.59,4880.35,4927.02,24698,30,0,68.85270115579203,4885.5575,4789.176,4908.709435263767,4868.324168761784,40.3852665019831,38.56513872565809,1.820127776325009,0.0038507615950711394,0.0,,0
2026-02-03 22:00:00,4927.0,4956.58,4902.39,4944.22,22216,30,0,63.60773146949698,4893.762,4788.360600000001,4914.172615803152,4873.962335147004,40.210280656148825,38.89416712594918,1.3161135301996438,0.0034909539640592957,0.0,,0
2026-02-03 23:00:00,4944.07,4963.99,4933.67,4946.89,8747,30,0,57.5191377921033,4899.043,4790.3108,4919.206072571372,4879.378841792404,39.82723077896753,39.08077986299262,0.7464509159749113,0.000540024513472348,0.0,,0
2026-02-04 01:00:00,4947.11,4972.19,4909.83,4947.45,16411,42,0,59.02895643676382,4907.227000000001,4791.6526,4923.551301705069,4884.433642357813,39.11765934725554,39.08815576004883,0.029503587206711757,0.00011320243627799265,0.0,,0
2026-02-04 02:00:00,4947.2,5016.06,4946.0,5015.69,20422,33,0,69.24443071696071,4917.557999999999,4793.3118,4937.726512362439,4894.178635516084,43.54787684635539,39.980099997009255,3.5677768493461386,0.01379296405218855,0.0,,0
2026-02-04 03:00:00,5015.67,5053.4,4985.13,5046.61,24353,30,0,76.16546528054471,4929.4365,4797.3074,4954.477844455269,4905.493822848781,48.98402160648857,41.780884350722225,7.203137255766343,0.006164655311632128,0.0,,0
2026-02-04 04:00:00,5046.58,5065.65,5035.28,5039.94,17207,42,0,72.9932175598121,4940.188,4800.2994,4967.625885853785,4915.472375809254,52.153510044530776,43.85540951880688,8.298100525723896,-0.0013216793055139675,0.0,,0
2026-02-04 05:00:00,5039.98,5073.42,5035.69,5069.56,14978,30,0,76.43728813559322,4949.6089999999995,4806.8544,4983.3080748908815,4926.907045771681,56.40102911920076,46.364533467258376,10.036495651942381,0.005877054091913969,0.0,,0
2026-02-04 06:00:00,5069.54,5081.07,5055.98,5080.38,8709,30,0,75.76359832635977,4957.7765,4813.1384,4998.242231421476,4938.294566663271,59.947664758205065,49.08115975002301,10.866505008182052,0.0021343075138671175,0.0,,0
2026-02-04 07:00:00,5080.35,5090.28,5068.97,5079.3,11497,30,0,79.81267217630852,4966.1245,4819.9744,5010.712667394135,4948.75570591927,61.95696147486433,51.65632011362772,10.300641361236607,-0.00021258252335454308,0.0,,0
2026-02-04 08:00:00,5079.34,5082.72,5050.94,5076.89,17467,30,0,77.63178415471,4974.169,4827.2892,5020.893802421435,4958.260842006598,62.632960414836816,53.85164818657962,8.7813122282572,-0.0004744748292087042,0.0,,0
2026-02-04 09:00:00,5076.73,5091.12,5061.95,5084.48,13633,30,0,76.47710033211692,4983.286,4836.0576,5030.676299994175,4967.622909806403,63.05339018777158,55.69199659534193,7.361393592429657,0.001495009740214881,0.0,,0
2026-02-04 10:00:00,5084.35,5091.58,5068.8,5083.28,11263,30,0,85.26238800511982,4991.623,4844.126200000001,5038.769180864493,4976.2007066324295,62.568474232063636,57.06729212778222,5.501182104281419,-0.00023601233557801748,0.0,,0
2026-02-04 11:00:00,5083.33,5086.62,5042.98,5059.88,14819,30,0,84.29139551699228,4998.938,4854.3398,5042.017000533121,4982.4062766154775,59.610723917643554,57.575978487262375,2.0347454303811787,-0.004603326985725631,0.0,,0
2026-02-04 12:00:00,5060.03,5064.2,5041.7,5048.39,11762,30,0,78.37471361107237,5004.7275,4865.2496,5042.997462331876,4987.29914603065,55.69831630122553,57.200446049164455,-1.5021297479389233,-0.002270804841221441,-0.002270804841221441,,-2
2026-02-04 13:00:00,5048.36,5053.07,5013.28,5047.33,13939,30,0,76.07343346988327,5011.2455,4874.4624,5043.664006785421,4991.7502444227275,51.91376236269389,56.143109309864435,-4.229346947170548,-0.00020996793036998085,-0.00020996793036998085,,-2
2026-02-04 14:00:00,5047.41,5063.26,5036.29,5040.88,12245,30,0,73.32142325442919,5016.532,4882.458,5043.235697942137,4995.39279569802,47.842902244117795,54.48306789419565,-6.640165650077854,-0.001277903366730504,0.0,,0
2026-02-04 15:00:00,5040.98,5063.33,5023.22,5053.8,20422,30,0,74.86323467527023,5021.4555,4889.1404,5044.8609755255775,4999.7228987251965,45.138076800380986,52.61406967316344,-7.475992872782456,0.002563044547777338,0.0,,0
2026-02-04 16:00:00,5054.09,5058.79,4967.15,4985.95,26455,30,0,43.034476297545474,5024.303,4894.7472,5035.797746899568,4998.70188854029,37.09585835927737,49.51042740737156,-12.414569048094187,-0.013425541176936284,0.0,,0
2026-02-04 17:00:00,4985.79,5007.6,4887.28,4920.44,31214,30,0,24.569677913492114,5024.919,4897.8366,5018.050398535073,4992.900526597084,25.1498719379897,44.638316309709225,-19.488444371719524,-0.013138920366229101,0.0,,0
2026-02-04 18:00:00,4920.32,4939.81,4855.07,4904.33,29462,30,0,23.668983728787225,5023.7845,4900.0428,5000.5549503647235,4986.335361654554,14.219588710169774,38.55457078601935,-24.334982075849574,-0.0032740974384404264,0.0,,0
2026-02-04 19:00:00,4904.2,4930.98,4888.39,4897.88,27688,30,0,13.369463173166878,5021.467500000001,4903.8812,4984.758802442043,4979.779057758038,4.9797446840048,31.839605562276933,-26.859860878272134,-0.0013151643547639758,0.0,,0
2026-02-04 20:00:00,4897.76,4934.92,4873.09,4927.2,22932,30,0,19.70811580446106,5020.483,4908.0406,4975.903601253918,4975.882081102085,0.02152015183310141,25.475988477656347,-25.454468325823246,0.005986263444592188,0.0,,0
2026-02-04 21:00:00,4927.3,4957.49,4914.28,4941.67,21240,30,0,24.15204898020494,5020.1939999999995,4914.4754,4970.63689295984,4973.346508411861,-2.7096154520204436,19.83886768992677,-22.548483141947212,0.0029367592141582577,0.0,,0
2026-02-04 22:00:00,4941.87,4951.01,4914.85,4938.31,19688,30,0,24.066172617710777,5016.325,4919.9272,4965.663524485483,4970.749936673449,-5.086412187965834,14.853811713078906,-19.94022390104474,-0.0006799320877354242,0.0,,0
2026-02-04 23:00:00,4938.1,4970.72,4937.42,4964.75,7931,30,0,29.070377233157345,5012.232,4925.745,4965.522982249136,4970.305294787978,-4.782312538842234,10.92658686189469,-15.708899400736923,0.005354058372196047,0.0,,0
2026-02-05 01:00:00,4977.44,5023.73,4968.36,5012.29,13231,30,0,39.32063663988928,5010.8495,4932.8356,4972.717908395344,4973.416582558499,-0.6986741631544646,8.601534656505962,-9.300208819660426,0.009575507326652799,0.0,,0
2026-02-05 02:00:00,5012.35,5020.19,4996.8,5006.59,14218,30,0,41.53239902119679,5007.701,4939.2614,4977.928999618823,4975.874830821352,2.054168797470993,7.292061484528252,-5.237892687057259,-0.0011372047507226535,0.0,,0
2026-02-05 03:00:00,5007.59,5012.07,4935.79,4958.49,28983,30,0,37.203939877021085,5001.6065,4945.3808,4974.938384192147,4974.586600689144,0.35178350300338934,5.904005888078511,-5.552222385075122,-0.009607337529136672,0.0,,0
2026-02-05 04:00:00,4958.52,4961.37,4805.17,4811.6,31614,30,0,26.289955945364184,4988.2215,4948.3984,4949.809401292752,4962.509483699813,-12.700082407061018,2.1831882287401525,-14.883270635801171,-0.029623937932717337,0.0,,0
2026-02-05 05:00:00,4811.77,4888.73,4788.72,4880.54,28313,30,0,35.67369549678337,4978.404,4950.5232,4939.15257006771,4956.435790955211,-17.283220887500647,-1.7100935947678815,-15.573127292732766,0.014327874303765809,0.0,,0
2026-02-05 06:00:00,4880.47,4891.0,4863.27,4863.8,18736,30,0,33.138688722445025,4967.37,4952.1966,4927.55986674388,4949.571914206768,-22.012047462888404,-5.770484368608808,-16.241563094279595,-0.0034299483253902308,0.0,,0
2026-02-05 07:00:00,4863.97,4906.57,4826.58,4896.08,22901,30,0,41.48716491427486,4958.01,4953.292799999999,4922.7168102381465,4945.608498888832,-22.891688650685865,-9.194725225170503,-13.696963425515362,0.006636786052057975,0.0,,0
2026-02-05 08:00:00,4896.06,4933.61,4878.38,4920.38,24313,45,0,49.993835278645456,4951.035,4956.025,4922.357300965488,4943.739262102419,-21.38196113693084,-11.632172407605871,-9.749788729324969,0.004963154196826913,0.0,,0
2026-02-05 09:00:00,4920.37,4940.61,4895.86,4914.98,20291,30,0,51.118862017523554,4944.3645,4958.1432,4921.222331572156,4941.608461824617,-20.386130252461044,-13.382963976624774,-7.00316627583627,-0.001097476211187054,0.0,,0
2026-02-05 10:00:00,4914.87,4943.56,4901.03,4911.76,19232,30,0,51.46816162470913,4937.586,4960.1976,4919.76658823814,4939.396998994989,-19.630410756849415,-14.632453332697033,-4.997957424152382,-0.0006551400005695429,0.0,,0
2026-02-05 11:00:00,4911.88,4914.2,4849.62,4855.05,22989,30,0,42.78629846627609,4928.294500000001,4960.8004,4909.810189959557,4933.147854760904,-23.337664801347273,-16.373495626457544,-6.964169174889729,-0.01154575956479964,0.0,,0
2026-02-05 12:00:00,4855.02,4886.5,4847.78,4876.74,18297,30,0,43.60055981549737,4919.4415,4960.7124,4904.722468389225,4928.968740710891,-24.246272321666765,-17.94805096552143,-6.298221356145337,0.004467513207896845,0.0,,0
2026-02-05 13:00:00,4876.73,4894.31,4864.32,4868.09,15831,30,0,43.15060476004676,4913.5485,4959.7336,4899.086703985947,4924.458450450864,-25.371746464917123,-19.432790065417194,-5.938956399499929,-0.0017737258906563858,0.0,,0
2026-02-05 14:00:00,4867.09,4877.92,4810.28,4853.79,28835,30,0,38.91419893697794,4910.216,4958.5626,4892.117980258444,4919.22294010803,-27.10495984958652,-20.96722402226481,-6.137735827321713,-0.00293749704709656,0.0,,0
2026-02-05 15:00:00,4853.89,4867.78,4801.91,4835.22,31472,30,0,31.22229527667602,4906.7605,4956.947,4883.3644447943625,4912.999608251543,-29.63516345718017,-22.700811909260306,-6.934351547919864,-0.003825876274004325,0.0,,0
2026-02-05 16:00:00,4835.26,4869.8,4805.91,4845.85,34673,30,0,33.130431132194246,4904.159,4955.8212,4877.592991726925,4908.024903092868,-30.43191136594305,-24.247031800605722,-6.184879565337329,0.0021984521903863907,0.0,,0
2026-02-05 17:00:00,4846.05,4865.23,4800.45,4817.77,31169,30,0,34.583698510078875,4898.6875,4953.8458,4868.389454508278,4901.338533209116,-32.94907870083807,-25.987441180660177,-6.961637520177895,-0.005794649029582044,0.0,,0
2026-02-05 18:00:00,4817.9,4906.28,4812.51,4888.81,28486,30,0,60.14452765733811,4896.0445,4953.350399999999,4871.531076900253,4900.410388124592,-28.87931122433929,-26.565815189398126,-2.3134960349411635,0.014745411258735963,0.0,,0
2026-02-05 19:00:00,4888.7,4890.3,4859.01,4868.94,24898,30,0,48.25027150959328,4892.576,4952.0772,4871.1324496839015,4898.079002686802,-26.946553002900146,-26.641962752098753,-0.3045902508013931,-0.004064383766192781,0.0,,0
