timestamp,symbol,signal,strategy,exposure,urgency,regime,mtf_confluence_score
2026-03-04T14:26:07.728359+00:00,XAUUSDm,SELL,QuietMarket,0.19490680973422236,NORMAL,QUIET,31.69
2026-03-04T14:26:50.982017+00:00,XAUUSDm,SELL,QuietMarket,0.19490643838345156,NORMAL,QUIET,31.83
2026-03-04T14:27:35.179295+00:00,XAUUSDm,SELL,QuietMarket,0.19490663690539914,NORMAL,QUIET,31.77
2026-03-04T14:28:18.050956+00:00,XAUUSDm,SELL,QuietMarket,0.1949075262503317,NORMAL,QUIET,31.2
2026-03-04T14:29:02.462343+00:00,XAUUSDm,SELL,QuietMarket,0.194907064833962,NORMAL,QUIET,31.54
2026-03-04T14:29:45.372097+00:00,XAUUSDm,SELL,QuietMarket,0.19490737361149768,NORMAL,QUIET,31.36
2026-03-04T14:30:28.353542+00:00,XAUUSDm,SELL,QuietMarket,0.19490869824896873,NORMAL,QUIET,31.73
2026-03-04T14:31:12.729043+00:00,XAUUSDm,SELL,QuietMarket,0.1952574555898892,NORMAL,QUIET,30.87
2026-03-04T14:40:38.333827+00:00,XAUUSDm,SELL,QuietMarket,0.1948967753160958,NORMAL,QUIET,30.25
2026-03-04T14:49:23.095415+00:00,XAUUSDm,SELL,QuietMarket,0.19522903870187278,NORMAL,QUIET,31.01
2026-03-04T14:50:06.856938+00:00,XAUUSDm,SELL,QuietMarket,0.19489477314898715,NORMAL,QUIET,31.65
2026-03-04T14:50:49.836696+00:00,XAUUSDm,SELL,QuietMarket,0.19488827444972598,NORMAL,QUIET,32.15
2026-03-04T14:51:34.073529+00:00,XAUUSDm,SELL,QuietMarket,0.1948914571656319,NORMAL,QUIET,31.81
2026-03-04T14:52:17.021677+00:00,XAUUSDm,SELL,QuietMarket,0.19523906069897895,NORMAL,QUIET,31.99
2026-03-04T14:53:00.230588+00:00,XAUUSDm,SELL,QuietMarket,0.19489467205572997,NORMAL,QUIET,31.47
2026-03-04T14:53:44.481751+00:00,XAUUSDm,SELL,QuietMarket,0.19489909291689617,NORMAL,QUIET,30.55
2026-03-04T14:54:28.658485+00:00,XAUUSDm,SELL,QuietMarket,0.1948965660555173,NORMAL,QUIET,31.08
2026-03-04T14:55:11.952875+00:00,XAUUSDm,SELL,QuietMarket,0.19489252513483024,NORMAL,QUIET,32.69
