time,open,high,low,close,tick_volume,spread,real_volume,rsi,macd,macd_signal,macd_hist,bb_middle,bb_upper,bb_lower,stoch_k,stoch_d,sma_20,sma_50,ema_12,ema_26,atr,adx,target,signal,returns,equity
2026-02-06 08:30:00,4853.6,4866.44,4836.58,4846.61,6578,30,0,58.540736013614016,10.137296673122364,8.351739310469162,1.7855573626532024,4828.4220000000005,4885.337470323149,4771.506529676852,44.750733137829585,53.57771260997068,4828.4220000000005,,4846.224875585234,4836.087578912112,24.45428571428556,,0,0,-0.0,10074.46624218632
2026-02-06 08:45:00,4846.58,4856.02,4825.27,4846.26,5789,46,0,59.39034259509041,9.219485873009944,8.526578710040475,0.692907162969469,4832.022,4883.346526034164,4780.697473965836,44.40860215053784,46.92407950472466,4832.022,,4846.230419858706,4837.010933985696,24.767857142857014,,1,0,-0.0,10074.46624218632
2026-02-06 09:00:00,4846.23,4854.52,4838.34,4849.11,4586,30,0,62.0562699197714,8.592004971768802,8.53974166274447,0.052263309024331406,4835.103,4882.412802300201,4787.793197699799,44.8719257067042,44.677086998357204,4835.103,,4846.6831409850565,4838.091136013288,24.194285714285602,,1,0,0.0,10074.46624218632
2026-02-06 09:15:00,4849.14,4861.58,4843.1,4858.71,4114,30,0,60.026629616765135,8.663211405870243,8.564552778551315,0.09865862731892783,4837.0195,4884.919828303456,4789.119171696545,53.68574705453014,47.65542497059073,4837.0195,,4848.567623041416,4839.904411635545,24.00285714285701,,0,1,0.0,10074.46624218632
2026-02-06 09:30:00,4858.39,4859.59,4847.4,4856.4,3415,30,0,60.95467638586773,8.456161866560251,8.542792387720853,-0.08663052116060221,4838.5365,4886.894951620764,4790.178048379236,51.277239078302,49.94497061317878,4838.5365,,4849.791394407407,4841.335232540847,23.95785714285707,,0,0,-0.00047543483764211913,10069.7118938099
2026-02-06 09:45:00,4856.38,4856.63,4840.06,4840.89,3084,30,0,54.04420013461971,7.10682654700031,8.254728600200671,-1.1479020532003616,4839.73,4887.018931830652,4792.441068169347,34.81357352325149,46.592186552027876,4839.73,,4848.403922807232,4841.297096260232,23.678571428571363,,1,0,-0.0,10069.7118938099
2026-02-06 10:00:00,4840.84,4853.32,4829.41,4851.17,5278,30,0,57.86931509823076,6.7011272683676,7.943255237453362,-1.2421279690857618,4841.564,4887.558735350906,4795.569264649094,45.58022622538775,43.89034627564708,4841.564,,4848.834203390676,4842.133076122308,24.516428571428474,,1,0,0.0,10069.7118938099
2026-02-06 10:15:00,4851.18,4874.17,4848.11,4867.4,3785,30,0,64.01292137758561,7.46720744339018,7.84786115965883,-0.3806537162686503,4844.3615,4889.441137730295,4799.281862269705,62.57855048177598,47.65745007680507,4844.3615,,4851.717298652045,4844.250091208655,25.38571428571426,,0,1,0.0,10069.7118938099
2026-02-06 10:30:00,4867.39,4882.06,4855.78,4860.24,3616,30,0,59.56826137689618,7.4619498647998626,7.770559281824934,-0.30860941702507105,4847.112,4888.717598611117,4805.506401388883,48.964778676820146,52.37451846132796,4847.112,,4853.038885704226,4845.576935839426,25.978571428571417,,1,0,-0.0014710112174877166,10055.001781635023
2026-02-06 10:45:00,4859.46,4864.34,4852.68,4861.7,3259,30,0,52.985074626865504,7.477279205711966,7.711830563971054,-0.2345513582590879,4848.9935000000005,4889.603189937773,4808.383810062228,46.78910865656247,52.77747927171953,4848.9935000000005,,4854.380298755992,4846.90301955028,24.45714285714283,,0,1,0.0,10055.001781635023
2026-02-06 11:00:00,4860.97,4871.3,4839.66,4840.45,4058,30,0,42.45912283808502,5.848453008158685,7.338785606977607,-1.490332598818922,4850.0595,4888.425832540804,4811.693167459197,19.496532237348376,38.416806523577,4850.0595,,4852.225029940744,4846.3765769325855,24.275714285714262,,1,0,-0.004370899068227185,10011.29279095275
2026-02-06 11:15:00,4839.89,4866.93,4838.44,4863.39,3073,30,0,39.3931857746829,6.196743204342965,7.1101960191205205,-0.9134528147775551,4851.9055,4889.0254106594875,4814.785589340512,48.9596712047265,38.41510403287912,4851.9055,,4853.950947621204,4847.754204416861,23.782142857142908,,0,1,0.0,10011.29279095275
2026-02-06 11:30:00,4863.37,4872.59,4858.25,4858.33,2885,30,0,46.90901014288873,6.022686652962875,6.8925562002654885,-0.8698695473026135,4853.7135,4888.161519895732,4819.265480104267,58.21447437929127,42.223559273788716,4853.7135,,4854.627377283102,4848.604690630139,22.128571428571508,,1,0,-0.0010404265337553564,10000.888525615195
2026-02-06 11:45:00,4858.37,4870.9,4856.16,4866.59,3371,30,0,54.9739023641388,6.432167120876329,6.800431671702086,-0.3682645508257565,4856.3625,4885.576171547123,4827.148828452878,72.75928860714868,59.97781139705548,4856.3625,,4856.4740856406825,4850.041918519806,21.51071428571439,,1,1,0.0,10000.888525615195
2026-02-06 12:00:00,4866.69,4877.9,4865.78,4872.01,2900,30,0,59.86944358097632,7.083924147990729,6.8571531759354585,0.2267709720552702,4858.755,4884.495386043807,4833.014613956193,82.30322239830923,71.09232846158305,4858.755,,4858.87115110033,4851.78722695234,20.24357142857155,,0,1,0.0011137161749807944,10012.025687365003
2026-02-06 12:15:00,4872.06,4876.26,4851.61,4854.95,3607,30,0,52.98851365293334,6.229260583818359,6.731533891723615,-0.5022733079052557,4858.9015,4884.513520430382,4833.2894795696175,48.509021842354606,67.8571776159375,4858.9015,,4858.266418864799,4852.03715828098,19.8078571428573,,1,0,-0.0035016348488612348,9977.00933887639
2026-02-06 12:30:00,4854.64,4877.92,4853.05,4875.3,3358,30,0,58.039167536374336,7.02599953659319,6.790442314198378,0.23555722239481192,4859.366499999999,4885.844223129176,4832.888776870823,87.16049382716021,72.65757935594135,4859.366499999999,,4860.892401275464,4853.866401738871,20.42857142857156,,1,1,0.0,9977.00933887639
2026-02-06 12:45:00,4875.29,4879.87,4867.05,4878.34,2446,30,0,56.27838546664108,7.799236779273997,6.99224311960102,0.806993659672977,4858.408,4880.010993554745,4836.8050064452555,92.93447293447252,76.20132953466245,4858.408,,4863.581353295702,4855.782116516428,20.024285714285856,,1,1,0.0006235513711976282,9983.244852588368
2026-02-06 13:00:00,4878.17,4887.62,4863.79,4884.18,3589,30,0,58.68885274615306,8.759367162373564,7.345726660682885,1.4136405016906792,4859.283,4883.550074596534,4835.015925403467,94.09036248067412,91.39510974743563,4859.283,,4866.75507581231,4857.995708649936,20.855714285714384,,1,1,0.0011971285314267277,9995.216137902635
